연월일시,pm10,pm2.5,오존,이산화질소,일산화탄소,아황산가스
2022-05-06:21,55,30,0.028,0.014,0.4,0.002
2022-05-06:20,44,24,0.034,0.013,0.4,0.003
2022-05-06:19,37,23,0.043,0.011,0.3,0.003
2022-05-06:18,37,21,0.048,0.013,0.4,0.003
2022-05-06:17,32,21,0.056,0.012,0.3,0.003
2022-05-06:16,34,19,0.06,0.012,0.3,0.003
2022-05-06:15,33,20,0.062,0.011,0.3,0.003
2022-05-06:14,30,16,0.059,0.01,0.3,0.003
2022-05-06:13,35,18,0.058,0.011,0.3,0.003
2022-05-06:12,35,19,0.053,0.014,0.4,0.004
2022-05-06:11,35,21,0.045,0.016,0.4,0.004
2022-05-06:10,35,17,0.035,0.023,0.5,0.004
2022-05-06:09,33,17,0.025,0.025,0.5,0.004
2022-05-06:08,30,16,0.018,0.026,0.4,0.003
2022-05-06:07,32,18,0.012,0.029,0.5,0.003
2022-05-06:06,29,18,0.015,0.025,0.4,0.003
2022-05-06:05,31,21,0.017,0.022,0.4,0.002
2022-05-06:04,29,18,0.017,0.024,0.4,0.003
2022-05-06:03,30,19,0.022,0.021,0.4,0.003
2022-05-06:02,30,18,0.017,0.027,0.5,0.003
2022-05-06:01,29,17,0.019,0.028,0.4,0.003
2022-05-05:24,26,14,0.036,0.016,0.4,0.003
2022-05-05:23,30,17,0.042,0.013,0.4,0.003
2022-05-05:22,30,17,0.043,0.013,0.4,0.004
2022-05-05:21,35,21,0.045,0.013,0.4,0.004
2022-05-05:20,36,21,0.049,0.013,0.4,0.004
2022-05-05:19,37,20,0.058,0.011,0.4,0.004
2022-05-05:18,31,16,0.068,0.011,0.4,0.004
2022-05-05:17,27,13,0.076,0.01,0.3,0.004
2022-05-05:16,23,11,0.075,0.01,0.3,0.003
2022-05-05:15,25,13,0.076,0.009,0.3,0.004
2022-05-05:14,24,14,0.076,0.009,0.3,0.004
2022-05-05:13,33,18,0.077,0.01,0.3,0.003
2022-05-05:12,31,15,0.068,0.015,0.4,0.004
2022-05-05:11,27,17,0.062,0.014,0.4,0.004
2022-05-05:10,29,14,0.051,0.02,0.5,0.004
2022-05-05:09,37,23,0.034,0.03,0.6,0.004
2022-05-05:08,41,20,0.023,0.034,0.6,0.004
2022-05-05:07,38,21,0.015,0.04,0.6,0.004
2022-05-05:06,30,17,0.019,0.035,0.6,0.004
2022-05-05:05,32,17,0.031,0.025,0.6,0.004
2022-05-05:04,32,19,0.032,0.026,0.6,0.004
2022-05-05:03,35,21,0.04,0.022,0.6,0.004
2022-05-05:02,32,18,0.042,0.023,0.6,0.004
2022-05-05:01,36,20,0.048,0.021,0.6,0.004
2022-05-04:24,35,19,0.057,0.018,0.5,0.004
2022-05-04:23,37,22,0.066,0.016,0.5,0.004
2022-05-04:22,37,20,0.065,0.016,0.4,0.004
2022-05-04:21,41,28,0.062,0.021,0.5,0.003
2022-05-04:20,43,26,0.067,0.021,0.5,0.004
2022-05-04:19,42,24,0.072,0.018,0.5,0.003
2022-05-04:18,45,22,0.078,0.016,0.4,0.004
2022-05-04:17,56,29,0.081,0.017,0.4,0.004
2022-05-04:16,49,22,0.085,0.015,0.5,0.004
2022-05-04:15,,,,,,
2022-05-04:14,,,,,,
2022-05-04:13,47,22,0.077,0.018,0.5,0.004
2022-05-04:12,35,16,0.062,0.019,0.5,0.004
2022-05-04:11,30,16,0.045,0.026,0.5,0.004
2022-05-04:10,30,14,0.028,0.037,0.5,0.004
2022-05-04:09,36,19,0.019,0.04,0.6,0.003
2022-05-04:08,31,17,0.012,0.043,0.6,0.004
2022-05-04:07,31,20,0.008,0.043,0.6,0.003
2022-05-04:06,31,19,0.004,0.045,0.6,0.003
2022-05-04:05,30,18,0.007,0.044,0.6,0.003
2022-05-04:04,27,18,0.011,0.041,0.6,0.003
2022-05-04:03,22,18,0.02,0.034,0.5,0.003
2022-05-04:02,23,15,0.027,0.029,0.5,0.003
2022-05-04:01,24,17,0.04,0.023,0.4,0.003
2022-05-03:24,29,19,0.04,0.023,0.4,0.003
2022-05-03:23,28,21,0.041,0.024,0.4,0.003
2022-05-03:22,30,20,0.034,0.032,0.5,0.003
2022-05-03:21,36,24,0.038,0.031,0.5,0.003
2022-05-03:20,35,23,0.045,0.029,0.5,0.003
2022-05-03:19,33,18,0.058,0.021,0.4,0.003
2022-05-03:18,30,17,0.064,0.017,0.4,0.003
2022-05-03:17,32,18,0.068,0.017,0.4,0.004
2022-05-03:16,30,16,0.066,0.016,0.4,0.004
2022-05-03:15,35,19,0.064,0.015,0.4,0.003
2022-05-03:14,32,18,0.069,0.014,0.4,0.003
2022-05-03:13,35,19,0.06,0.015,0.4,0.003
2022-05-03:12,37,21,0.055,0.017,0.4,0.003
2022-05-03:11,32,21,0.049,0.017,0.4,0.003
2022-05-03:10,33,15,0.047,0.017,0.4,0.003
2022-05-03:09,36,21,0.043,0.019,0.4,0.003
2022-05-03:08,42,22,0.026,0.029,0.4,0.004
2022-05-03:07,39,25,0.007,0.039,0.5,0.003
2022-05-03:06,36,23,0.004,0.042,0.5,0.003
2022-05-03:05,37,22,0.014,0.032,0.5,0.003
2022-05-03:04,36,23,0.027,0.02,0.4,0.003
2022-05-03:03,37,27,0.032,0.017,0.4,0.002
2022-05-03:02,38,23,0.039,0.013,0.4,0.003
2022-05-03:01,37,25,0.042,0.012,0.4,0.003
2022-05-02:24,37,21,0.043,0.013,0.4,0.003
2022-05-02:23,38,22,0.038,0.018,0.4,0.003
2022-05-02:22,34,21,0.038,0.022,0.4,0.003
2022-05-02:21,33,21,0.041,0.022,0.4,0.003
2022-05-02:20,35,24,0.047,0.018,0.4,0.003
2022-05-02:19,38,24,0.053,0.013,0.4,0.003
2022-05-02:18,34,21,0.054,0.012,0.4,0.003
2022-05-02:17,31,18,0.058,0.009,0.4,0.002
2022-05-02:16,31,17,0.059,0.009,0.4,0.003
2022-05-02:15,34,15,0.059,0.01,0.4,0.003
2022-05-02:14,36,16,0.058,0.009,0.4,0.003
2022-05-02:13,42,14,0.057,0.009,0.4,0.003
2022-05-02:12,42,18,0.05,0.013,0.4,0.003
2022-05-02:11,54,27,0.046,0.015,0.4,0.004
2022-05-02:10,63,28,0.036,0.024,0.6,0.003
2022-05-02:09,69,32,0.03,0.026,0.6,0.003
2022-05-02:08,53,23,0.022,0.03,0.6,0.003
2022-05-02:07,47,22,0.012,0.034,0.6,0.003
2022-05-02:06,49,21,0.018,0.027,0.6,0.003
2022-05-02:05,51,22,0.027,0.023,0.5,0.003
2022-05-02:04,48,18,0.038,0.015,0.5,0.003
2022-05-02:03,52,18,0.046,0.013,0.5,0.003
2022-05-02:02,46,17,0.048,0.014,0.5,0.003
2022-05-02:01,47,18,0.047,0.016,0.5,0.003
2022-05-01:24,46,18,0.049,0.017,0.5,0.003
2022-05-01:23,46,19,0.053,0.017,0.5,0.003
2022-05-01:22,43,18,0.055,0.016,0.4,0.003
2022-05-01:21,42,19,0.06,0.013,0.4,0.003
2022-05-01:20,37,16,0.062,0.013,0.4,0.003
2022-05-01:19,36,13,0.063,0.012,0.4,0.003
2022-05-01:18,34,14,0.064,0.011,0.4,0.004
2022-05-01:17,35,15,0.065,0.009,0.3,0.004
2022-05-01:16,38,10,0.064,0.009,0.3,0.004
2022-05-01:15,44,12,0.062,0.007,0.3,0.002
2022-05-01:14,50,8,0.055,0.008,0.3,0.002
2022-05-01:13,71,8,0.052,0.008,0.3,0.003
2022-05-01:12,62,8,0.048,0.009,0.3,0.003
2022-05-01:11,53,11,0.042,0.012,0.3,0.003
2022-05-01:10,47,10,0.039,0.013,0.3,0.003
2022-05-01:09,38,12,0.036,0.014,0.4,0.003
2022-05-01:08,25,11,0.029,0.019,0.4,0.003
2022-05-01:07,26,19,0.026,0.018,0.5,0.003
2022-05-01:06,27,14,0.028,0.015,0.5,0.002
2022-05-01:05,28,19,0.035,0.012,0.5,0.003
2022-05-01:04,28,17,0.037,0.011,0.5,0.003
2022-05-01:03,33,19,0.039,0.01,0.5,0.003
2022-05-01:02,35,21,0.039,0.012,0.5,0.003
2022-05-01:01,48,28,0.04,0.012,0.6,0.003
2022-08-30:24,5,3,0.012,0.015,0.4,0.002
2022-08-30:23,6,5,0.012,0.017,0.4,0.002
2022-08-30:22,6,3,0.011,0.018,0.4,0.002
2022-08-30:21,7,6,0.01,0.02,0.4,0.002
2022-08-30:20,9,5,0.011,0.019,0.4,0.002
2022-08-30:19,7,2,0.015,0.018,0.4,0.002
2022-08-30:18,5,1,0.015,0.021,0.4,0.003
2022-08-30:17,3,1,0.016,0.018,0.4,0.003
2022-08-30:16,5,1,0.017,0.016,0.4,0.002
2022-08-30:15,7,3,0.018,0.016,0.4,0.003
2022-08-30:14,7,2,0.018,0.018,0.4,0.002
2022-08-30:13,9,1,0.019,0.017,0.4,0.002
2022-08-30:12,7,2,0.017,0.019,0.4,0.002
2022-08-30:11,9,4,0.014,0.02,0.4,0.003
2022-08-30:10,11,4,0.012,0.02,0.4,0.003
2022-08-30:09,6,3,0.013,0.017,0.3,0.002
2022-08-30:08,3,2,0.011,0.016,0.3,0.003
2022-08-30:07,3,2,0.017,0.012,0.3,0.002
2022-08-30:06,3,1,0.023,0.009,0.3,0.002
2022-08-30:05,7,3,0.023,0.008,0.3,0.003
2022-08-30:04,8,4,0.023,0.009,0.3,0.003
2022-08-30:03,8,7,0.025,0.012,0.3,0.003
2022-08-30:02,7,3,0.025,0.013,0.3,0.003
2022-08-30:01,8,4,0.023,0.014,0.3,0.003
2022-08-29:24,7,3,0.024,0.014,0.3,0.003
2022-08-29:23,9,4,0.023,0.014,0.3,0.003
2022-08-29:22,9,5,0.021,0.016,0.3,0.003
2022-08-29:21,13,5,0.022,0.017,0.4,0.003
2022-08-29:20,13,7,0.018,0.021,0.4,0.003
2022-08-29:19,11,5,0.018,0.022,0.4,0.003
2022-08-29:18,10,6,0.025,0.019,0.4,0.003
2022-08-29:17,11,8,0.025,0.017,0.3,0.003
2022-08-29:16,12,5,0.022,0.018,0.4,0.003
2022-08-29:15,10,5,0.023,0.016,0.4,0.003
2022-08-29:14,11,8,0.02,0.017,0.4,0.003
2022-08-29:13,14,7,0.019,0.016,0.4,0.003
2022-08-29:12,13,6,0.011,0.021,0.4,0.003
2022-08-29:11,11,5,0.015,0.019,0.3,0.003
2022-08-29:10,12,5,0.01,0.022,0.4,0.003
2022-08-29:09,13,5,0.01,0.022,0.3,0.003
2022-08-29:08,13,6,0.007,0.024,0.3,0.002
2022-08-29:07,12,5,0.015,0.016,0.3,0.003
2022-08-29:06,12,9,0.019,0.014,0.3,0.003
2022-08-29:05,10,4,0.024,0.011,0.3,0.003
2022-08-29:04,13,7,0.023,0.012,0.3,0.004
2022-08-29:03,14,12,0.024,0.014,0.3,0.003
2022-08-29:02,17,10,0.019,0.023,0.4,0.003
2022-08-29:01,19,11,0.007,0.031,0.4,0.003
2022-08-28:24,19,12,0.009,0.032,0.5,0.003
2022-08-28:23,23,16,0.019,0.028,0.5,0.003
2022-08-28:22,20,12,0.033,0.022,0.4,0.004
2022-08-28:21,23,14,0.045,0.016,0.4,0.003
2022-08-28:20,17,13,0.046,0.017,0.4,0.004
2022-08-28:19,18,13,0.049,0.014,0.3,0.003
2022-08-28:18,16,7,0.055,0.011,0.3,0.003
2022-08-28:17,21,2,0.054,0.01,0.3,0.003
2022-08-28:16,12,4,0.049,0.01,0.3,0.003
2022-08-28:15,8,2,0.044,0.008,0.3,0.003
2022-08-28:14,7,4,0.04,0.007,0.3,0.003
2022-08-28:13,11,4,0.038,0.007,0.3,0.003
2022-08-28:12,8,3,0.039,0.008,0.3,0.003
2022-08-28:11,13,5,0.032,0.008,0.3,0.004
2022-08-28:10,10,9,0.026,0.009,0.3,0.003
2022-08-28:09,10,2,0.023,0.009,0.3,0.003
2022-08-28:08,13,10,0.017,0.012,0.3,0.003
2022-08-28:07,16,10,0.013,0.013,0.4,0.003
2022-08-28:06,18,9,0.015,0.013,0.3,0.003
2022-08-28:05,18,8,0.02,0.011,0.3,0.003
2022-08-28:04,17,7,0.016,0.013,0.4,0.003
2022-08-28:03,18,7,0.018,0.012,0.4,0.003
2022-08-28:02,17,9,0.02,0.014,0.4,0.003
2022-08-28:01,18,9,0.021,0.015,0.4,0.002
2022-08-27:24,16,7,0.024,0.015,0.4,0.003
2022-08-27:23,18,7,0.029,0.011,0.3,0.003
2022-08-27:22,19,6,0.027,0.012,0.3,0.003
2022-08-27:21,18,6,0.027,0.011,0.3,0.003
2022-08-27:20,19,8,0.027,0.011,0.3,0.003
2022-08-27:19,20,7,0.03,0.011,0.3,0.003
2022-08-27:18,21,8,0.035,0.008,0.3,0.003
2022-08-27:17,15,5,0.038,0.009,0.3,0.003
2022-08-27:16,13,2,0.039,0.008,0.3,0.003
2022-08-27:15,11,2,0.039,0.008,0.3,0.003
2022-08-27:14,12,3,0.039,0.008,0.3,0.003
2022-08-27:13,10,4,0.039,0.008,0.3,0.003
2022-08-27:12,10,4,0.035,0.008,0.3,0.003
2022-08-27:11,10,3,0.033,0.007,0.3,0.003
2022-08-27:10,15,4,0.031,0.007,0.3,0.003
2022-08-27:09,15,3,0.031,0.008,0.3,0.003
2022-08-27:08,15,9,0.031,0.008,0.4,0.002
2022-08-27:07,17,8,0.031,0.009,0.4,0.003
2022-08-27:06,17,8,0.036,0.009,0.4,0.003
2022-08-27:05,17,10,0.042,0.007,0.3,0.003
2022-08-27:04,20,15,0.055,0.006,0.4,0.003
2022-08-27:03,32,24,0.07,0.007,0.4,0.003
2022-08-27:02,37,26,0.069,0.011,0.5,0.003
2022-08-27:01,38,26,0.069,0.012,0.5,0.003
2022-08-26:24,45,31,0.066,0.014,0.5,0.003
2022-08-26:23,42,31,0.067,0.012,0.5,0.004
2022-08-26:22,45,28,0.065,0.013,0.5,0.004
2022-08-26:21,44,29,0.066,0.014,0.5,0.003
2022-08-26:20,40,28,0.065,0.014,0.5,0.003
2022-08-26:19,39,28,0.063,0.018,0.5,0.003
2022-08-26:18,39,27,0.065,0.019,0.5,0.004
2022-08-26:17,40,30,0.075,0.019,0.5,0.003
2022-08-26:16,43,32,0.096,0.017,0.5,0.003
2022-08-26:15,46,28,0.104,0.019,0.5,0.004
2022-08-26:14,35,30,0.094,0.017,0.5,0.003
2022-08-26:13,35,25,0.081,0.014,0.4,0.003
2022-08-26:12,37,23,0.071,0.013,0.4,0.003
2022-08-26:11,31,20,0.069,0.012,0.5,0.004
2022-08-26:10,29,18,0.05,0.019,0.5,0.004
2022-08-26:09,23,12,0.026,0.026,0.5,0.003
2022-08-26:08,21,11,0.025,0.022,0.5,0.003
2022-08-26:07,21,12,0.025,0.021,0.4,0.003
2022-08-26:06,18,13,0.045,0.012,0.4,0.004
2022-08-26:05,18,9,0.048,0.009,0.4,0.003
2022-08-26:04,18,10,0.043,0.01,0.4,0.003
2022-08-26:03,15,8,0.047,0.009,0.4,0.003
2022-08-26:02,17,7,0.043,0.011,0.4,0.003
2022-08-26:01,15,9,0.041,0.012,0.4,0.003
2022-08-25:24,17,9,0.045,0.011,0.4,0.003
2022-08-25:23,17,10,0.038,0.015,0.4,0.003
2022-08-25:22,16,9,0.036,0.015,0.4,0.004
2022-08-25:21,22,12,0.036,0.015,0.4,0.004
2022-08-25:20,24,15,0.031,0.018,0.4,0.003
2022-08-25:19,21,11,0.031,0.019,0.4,0.003
2022-08-25:18,21,10,0.037,0.016,0.4,0.003
2022-08-25:17,21,8,0.024,0.026,0.5,0.004
2022-08-25:16,17,10,0.022,0.024,0.4,0.003
2022-08-25:15,26,16,0.018,0.027,0.5,0.004
2022-08-25:14,22,10,0.01,0.037,0.6,0.004
2022-08-25:13,26,11,0.01,0.03,0.5,0.004
2022-08-25:12,20,8,0.012,0.027,0.4,0.003
2022-08-25:11,17,7,0.013,0.023,0.4,0.003
2022-08-25:10,17,7,0.01,0.023,0.4,0.004
2022-08-25:09,15,4,0.008,0.023,0.4,0.004
2022-08-25:08,13,6,0.006,0.022,0.4,0.003
2022-08-25:07,17,5,0.004,0.023,0.4,0.003
2022-08-25:06,17,7,0.005,0.022,0.3,0.004
2022-08-25:05,15,6,0.009,0.019,0.3,0.004
2022-08-25:04,12,5,0.012,0.019,0.3,0.003
2022-08-25:03,15,5,0.019,0.012,0.3,0.003
2022-08-25:02,13,4,0.015,0.018,0.4,0.003
2022-08-25:01,15,2,0.018,0.017,0.3,0.003
2022-08-24:24,11,6,0.021,0.016,0.3,0.003
2022-08-24:23,14,4,0.023,0.017,0.3,0.003
2022-08-24:22,16,8,0.026,0.016,0.3,0.003
2022-08-24:21,19,8,0.027,0.02,0.4,0.003
2022-08-24:20,20,9,0.028,0.021,0.4,0.003
2022-08-24:19,16,8,0.031,0.021,0.4,0.003
2022-08-24:18,12,4,0.038,0.015,0.4,0.003
2022-08-24:17,15,5,0.034,0.019,0.4,0.003
2022-08-24:16,18,8,0.037,0.016,0.4,0.003
2022-08-24:15,18,10,0.039,0.014,0.4,0.003
2022-08-24:14,18,10,0.043,0.012,0.3,0.003
2022-08-24:13,15,4,0.042,0.011,0.3,0.002
2022-08-24:12,14,6,0.038,0.01,0.3,0.003
2022-08-24:11,15,3,0.032,0.012,0.3,0.003
2022-08-24:10,12,1,0.029,0.014,0.3,0.003
2022-08-24:09,7,4,0.03,0.014,0.3,0.003
2022-08-24:08,11,1,0.024,0.017,0.3,0.003
2022-08-24:07,13,6,0.022,0.016,0.3,0.003
2022-08-24:06,17,8,0.022,0.013,0.3,0.003
2022-08-24:05,17,6,0.024,0.012,0.3,0.003
2022-08-24:04,21,10,0.023,0.013,0.3,0.004
2022-08-24:03,18,9,0.025,0.011,0.4,0.003
2022-08-24:02,28,12,0.028,0.012,0.3,0.004
2022-08-24:01,30,13,0.028,0.015,0.4,0.003
2022-08-23:24,27,17,0.032,0.014,0.4,0.003
2022-08-23:23,26,11,0.034,0.013,0.4,0.004
2022-08-23:22,23,14,0.035,0.012,0.4,0.003
2022-08-23:21,22,14,0.033,0.011,0.4,0.003
2022-08-23:20,24,15,0.034,0.012,0.4,0.003
2022-08-23:19,26,14,0.04,0.013,0.4,0.003
2022-08-23:18,31,16,0.049,0.014,0.4,0.003
2022-08-23:17,21,14,0.056,0.012,0.4,0.003
2022-08-23:16,19,10,0.058,0.011,0.3,0.003
2022-08-23:15,19,11,0.062,0.012,0.3,0.003
2022-08-23:14,14,6,0.068,0.01,0.3,0.003
2022-08-23:13,10,6,0.053,0.013,0.4,0.004
2022-08-23:12,10,2,0.041,0.016,0.4,0.003
2022-08-23:11,8,4,0.036,0.017,0.4,0.003
2022-08-23:10,8,4,0.029,0.019,0.4,0.003
2022-08-23:09,6,1,0.025,0.018,0.4,0.003
2022-08-23:08,7,2,0.022,0.018,0.4,0.003
2022-08-23:07,6,4,0.026,0.014,0.3,0.003
2022-08-23:06,11,10,0.033,0.011,0.3,0.003
2022-08-23:05,19,8,0.028,0.011,0.3,0.003
2022-08-23:04,16,10,0.029,0.013,0.3,0.003
2022-08-23:03,15,9,0.03,0.015,0.3,0.003
2022-08-23:02,16,11,0.028,0.016,0.4,0.002
2022-08-23:01,14,5,0.034,0.015,0.4,0.003
2022-08-22:24,14,7,0.042,0.01,0.3,0.003
2022-08-22:23,21,14,0.041,0.013,0.3,0.003
2022-08-22:22,22,12,0.037,0.017,0.4,0.004
2022-08-22:21,22,13,0.038,0.017,0.4,0.004
2022-08-22:20,22,11,0.04,0.019,0.4,0.004
2022-08-22:19,20,11,0.045,0.017,0.4,0.004
2022-08-22:18,20,12,0.049,0.018,0.4,0.004
2022-08-22:17,21,10,0.057,0.018,0.4,0.003
2022-08-22:16,22,13,0.057,0.018,0.4,0.003
2022-08-22:15,22,14,0.062,0.014,0.4,0.003
2022-08-22:14,22,14,0.066,0.015,0.4,0.004
2022-08-22:13,22,13,0.063,0.014,0.4,0.003
2022-08-22:12,23,17,0.055,0.013,0.4,0.004
2022-08-22:11,24,17,0.053,0.015,0.4,0.004
2022-08-22:10,24,14,0.042,0.016,0.4,0.004
2022-08-22:09,27,14,0.032,0.019,0.5,0.004
2022-08-22:08,30,19,0.027,0.02,0.5,0.004
2022-08-22:07,27,19,0.017,0.028,0.6,0.004
2022-08-22:06,27,20,0.029,0.018,0.5,0.004
2022-08-22:05,31,23,0.025,0.018,0.6,0.004
2022-08-22:04,30,22,0.019,0.02,0.6,0.003
2022-08-22:03,32,22,0.017,0.026,0.7,0.003
2022-08-22:02,33,24,0.027,0.019,0.6,0.003
2022-08-22:01,33,26,0.036,0.018,0.6,0.003
2022-08-21:24,31,23,0.044,0.014,0.6,0.003
2022-08-21:23,36,23,0.056,0.01,0.5,0.003
2022-08-21:22,36,22,0.054,0.012,0.5,0.003
2022-08-21:21,28,24,0.054,0.015,0.6,0.003
2022-08-21:20,35,28,0.068,0.014,0.6,0.003
2022-08-21:19,34,27,0.086,0.012,0.6,0.005
2022-08-21:18,28,21,0.087,0.011,0.6,0.004
2022-08-21:17,30,23,0.089,0.011,0.5,0.003
2022-08-21:16,25,17,0.086,0.011,0.5,0.003
2022-08-21:15,23,15,0.081,0.009,0.4,0.003
2022-08-21:14,27,21,0.075,0.009,0.4,0.003
2022-08-21:13,26,15,0.068,0.008,0.4,0.003
2022-08-21:12,24,11,0.058,0.01,0.4,0.002
2022-08-21:11,20,9,0.046,0.009,0.4,0.003
2022-08-21:10,16,6,0.031,0.01,0.4,0.003
2022-08-21:09,17,6,0.025,0.009,0.4,0.003
2022-08-21:08,17,8,0.021,0.01,0.4,0.003
2022-08-21:07,15,8,0.02,0.008,0.3,0.003
2022-08-21:06,18,9,0.021,0.008,0.3,0.002
2022-08-21:05,16,9,0.024,0.006,0.3,0.002
2022-08-21:04,19,11,0.023,0.007,0.3,0.003
2022-08-21:03,21,13,0.02,0.01,0.4,0.003
2022-08-21:02,21,11,0.015,0.016,0.5,0.003
2022-08-21:01,22,13,0.016,0.015,0.5,0.003
2022-08-20:24,19,13,0.02,0.014,0.6,0.002
2022-08-20:23,19,9,0.027,0.01,0.5,0.003
2022-08-20:22,19,12,0.03,0.009,0.4,0.003
2022-08-20:21,20,12,0.033,0.009,0.4,0.003
2022-08-20:20,23,14,0.039,0.012,0.4,0.002
2022-08-20:19,24,15,0.047,0.01,0.4,0.003
2022-08-20:18,26,17,0.064,0.009,0.4,0.003
2022-08-20:17,21,19,0.079,0.01,0.4,0.003
2022-08-20:16,25,16,0.085,0.011,0.4,0.004
2022-08-20:15,21,11,0.086,0.01,0.4,0.003
2022-08-20:14,16,10,0.076,0.012,0.4,0.003
2022-08-20:13,15,7,0.064,0.011,0.4,0.003
2022-08-20:12,14,5,0.055,0.011,0.4,0.003
2022-08-20:11,18,8,0.045,0.01,0.4,0.003
2022-08-20:10,14,5,0.04,0.009,0.4,0.003
2022-08-20:09,13,6,0.038,0.007,0.4,0.003
2022-08-20:08,18,14,0.037,0.008,0.4,0.002
2022-08-20:07,33,21,0.042,0.009,0.5,0.003
2022-08-20:06,38,24,0.052,0.009,0.5,0.003
2022-08-20:05,37,23,0.053,0.007,0.5,0.003
2022-08-20:04,36,21,0.053,0.006,0.5,0.002
2022-08-20:03,35,23,0.056,0.006,0.5,0.003
2022-08-20:02,33,20,0.052,0.007,0.4,0.004
2022-08-20:01,37,18,0.049,0.009,0.4,0.004
2022-08-19:24,44,20,0.039,0.014,0.4,0.003
2022-08-19:23,42,20,0.034,0.016,0.4,0.003
2022-08-19:22,40,18,0.032,0.017,0.4,0.003
2022-08-19:21,37,19,0.031,0.019,0.4,0.003
2022-08-19:20,31,12,0.024,0.019,0.3,0.004
2022-08-19:19,22,11,0.019,0.02,0.4,0.003
2022-08-19:18,16,13,0.013,0.023,0.4,0.003
2022-08-19:17,28,15,0.01,0.027,0.5,0.003
2022-08-19:16,30,15,0.016,0.027,0.4,0.003
2022-08-19:15,27,18,0.03,0.023,0.4,0.003
2022-08-19:14,26,16,0.037,0.02,0.4,0.003
2022-08-19:13,28,16,0.039,0.019,0.4,0.003
2022-08-19:12,25,14,0.04,0.018,0.4,0.003
2022-08-19:11,20,12,0.04,0.02,0.4,0.003
2022-08-19:10,21,10,0.036,0.021,0.4,0.003
2022-08-19:09,18,13,0.033,0.02,0.4,0.003
2022-08-19:08,22,14,0.021,0.024,0.5,0.004
2022-08-19:07,20,14,0.023,0.022,0.4,0.004
2022-08-19:06,19,16,0.033,0.017,0.4,0.004
2022-08-19:05,21,13,0.029,0.019,0.4,0.004
2022-08-19:04,22,12,0.034,0.014,0.4,0.003
2022-08-19:03,15,12,0.026,0.017,0.4,0.004
2022-08-19:02,21,13,0.021,0.019,0.4,0.003
2022-08-19:01,23,14,0.02,0.02,0.4,0.004
2022-08-18:24,23,13,0.021,0.021,0.4,0.004
2022-08-18:23,24,17,0.019,0.026,0.5,0.004
2022-08-18:22,22,15,0.024,0.026,0.4,0.003
2022-08-18:21,27,17,0.031,0.023,0.4,0.003
2022-08-18:20,26,17,0.036,0.023,0.5,0.003
2022-08-18:19,36,18,0.046,0.021,0.4,0.004
2022-08-18:18,40,26,0.066,0.021,0.4,0.004
2022-08-18:17,39,25,0.077,0.021,0.4,0.003
2022-08-18:16,37,25,0.086,0.022,0.4,0.003
2022-08-18:15,32,22,0.102,0.016,0.4,0.003
2022-08-18:14,31,19,0.087,0.019,0.5,0.003
2022-08-18:13,26,17,0.077,0.017,0.4,0.003
2022-08-18:12,27,19,0.057,0.022,0.5,0.004
2022-08-18:11,29,14,0.039,0.022,0.4,0.003
2022-08-18:10,21,10,0.031,0.02,0.4,0.004
2022-08-18:09,16,6,0.027,0.018,0.4,0.003
2022-08-18:08,12,5,0.014,0.021,0.4,0.003
2022-08-18:07,13,9,0.016,0.02,0.4,0.003
2022-08-18:06,14,9,0.021,0.015,0.3,0.003
2022-08-18:05,14,5,0.021,0.014,0.3,0.002
2022-08-18:04,12,5,0.024,0.014,0.3,0.003
2022-08-18:03,12,6,0.027,0.013,0.3,0.003
2022-08-18:02,10,6,0.033,0.011,0.3,0.003
2022-08-18:01,9,3,0.036,0.01,0.3,0.003
2022-08-17:24,6,5,0.037,0.009,0.3,0.003
2022-08-17:23,7,4,0.037,0.009,0.3,0.003
2022-08-17:22,11,9,0.034,0.014,0.3,0.003
2022-08-17:21,18,14,0.04,0.017,0.4,0.003
2022-08-17:20,27,18,0.054,0.018,0.5,0.003
2022-08-17:19,32,23,0.066,0.018,0.4,0.004
2022-08-17:18,37,26,0.088,0.019,0.5,0.003
2022-08-17:17,31,22,0.099,0.017,0.5,0.004
2022-08-17:16,27,17,0.074,0.02,0.5,0.003
2022-08-17:15,24,17,0.071,0.018,0.4,0.004
2022-08-17:14,16,12,0.065,0.015,0.4,0.003
2022-08-17:13,16,11,0.054,0.016,0.4,0.003
2022-08-17:12,24,12,0.043,0.019,0.5,0.003
2022-08-17:11,30,14,0.029,0.03,0.6,0.003
2022-08-17:10,22,12,0.042,0.022,0.5,0.004
2022-08-17:09,21,12,0.036,0.022,0.6,0.004
2022-08-17:08,20,10,0.024,0.021,0.5,0.003
2022-08-17:07,22,12,0.01,0.024,0.5,0.003
2022-08-17:06,25,16,0.01,0.022,0.5,0.003
2022-08-17:05,22,15,0.014,0.02,0.5,0.003
2022-08-17:04,22,14,0.012,0.021,0.5,0.003
2022-08-17:03,23,12,0.01,0.025,0.5,0.004
2022-08-17:02,21,13,0.016,0.021,0.5,0.003
2022-08-17:01,21,13,0.015,0.024,0.5,0.004
2022-08-16:24,19,12,0.016,0.024,0.5,0.003
2022-08-16:23,19,11,0.018,0.025,0.4,0.003
2022-08-16:22,20,10,0.02,0.029,0.5,0.003
2022-08-16:21,22,10,0.028,0.027,0.5,0.004
2022-08-16:20,29,14,0.04,0.023,0.4,0.003
