구분,급식_메뉴_이름,급식_메뉴_종류,배식량_단위g,잔반량_단위g,학생별_섭취율_정도,메뉴별_평균섭취율,종류별_평균섭취율,메뉴별_평균잔반율,종류별_평균잔반율
6990,시리얼요거트,후식류,11,0,높음,72,73,73,73
6991,흑미밥,밥류,101,58,보통,92,81,81,81
6992,근대된장국,국/찌개류,40,15,보통,48,52,52,52
6993,맛살콩나물냉채,반찬류,13,9,보통,46,59,59,59
6994,돼지고기김치찜,반찬류,59,18,보통,55,59,59,59
6995,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
6996,김구이,반찬류,4,0,높음,95,59,59,59
6997,시리얼요거트,후식류,38,23,보통,72,73,73,73
6998,흑미밥,밥류,109,0,높음,92,81,81,81
6999,근대된장국,국/찌개류,20,15,보통,48,52,52,52
7000,맛살콩나물냉채,반찬류,17,13,낮음,46,59,59,59
7001,돼지고기김치찜,반찬류,71,48,보통,55,59,59,59
7002,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
7003,김구이,반찬류,4,0,높음,95,59,59,59
7004,시리얼요거트,후식류,11,11,낮음,72,73,73,73
7005,흑미밥,밥류,50,0,높음,92,81,81,81
7006,돼지고기김치찜,반찬류,59,0,높음,55,59,59,59
7007,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7008,시리얼요거트,후식류,15,15,낮음,72,73,73,73
7009,흑미밥,밥류,98,44,보통,92,81,81,81
7010,근대된장국,국/찌개류,35,35,낮음,48,52,52,52
7011,맛살콩나물냉채,반찬류,6,6,낮음,46,59,59,59
7012,돼지고기김치찜,반찬류,53,30,보통,55,59,59,59
7013,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7014,김구이,반찬류,4,0,높음,95,59,59,59
7015,시리얼요거트,후식류,34,0,높음,72,73,73,73
7016,흑미밥,밥류,120,59,보통,92,81,81,81
7017,근대된장국,국/찌개류,30,30,낮음,48,52,52,52
7018,돼지고기김치찜,반찬류,83,0,높음,55,59,59,59
7019,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7020,시리얼요거트,후식류,7,7,낮음,72,73,73,73
7021,흑미밥,밥류,112,0,높음,92,81,81,81
7022,근대된장국,국/찌개류,22,10,보통,48,52,52,52
7023,맛살콩나물냉채,반찬류,17,6,보통,46,59,59,59
7024,돼지고기김치찜,반찬류,35,0,높음,55,59,59,59
7025,츄러스 떡말이 구이,반찬류,50,15,보통,79,59,59,59
7026,흑미밥,밥류,50,0,높음,92,81,81,81
7027,근대된장국,국/찌개류,25,15,보통,48,52,52,52
7028,돼지고기김치찜,반찬류,83,12,높음,55,59,59,59
7029,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7030,김구이,반찬류,4,0,높음,95,59,59,59
7031,시리얼요거트,후식류,11,0,높음,72,73,73,73
7032,흑미밥,밥류,94,4,높음,92,81,81,81
7033,근대된장국,국/찌개류,30,8,보통,48,52,52,52
7034,맛살콩나물냉채,반찬류,6,4,보통,46,59,59,59
7035,돼지고기김치찜,반찬류,83,48,보통,55,59,59,59
7036,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
7037,김구이,반찬류,4,0,높음,95,59,59,59
7038,시리얼요거트,후식류,19,19,낮음,72,73,73,73
7039,흑미밥,밥류,72,11,높음,92,81,81,81
7040,근대된장국,국/찌개류,25,25,낮음,48,52,52,52
7041,맛살콩나물냉채,반찬류,8,0,높음,46,59,59,59
7042,돼지고기김치찜,반찬류,35,0,높음,55,59,59,59
7043,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7044,김구이,반찬류,4,0,높음,95,59,59,59
7045,시리얼요거트,후식류,31,0,높음,72,73,73,73
7046,흑미밥,밥류,87,15,높음,92,81,81,81
7047,근대된장국,국/찌개류,25,5,높음,48,52,52,52
7048,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
7049,돼지고기김치찜,반찬류,71,48,보통,55,59,59,59
7050,츄러스 떡말이 구이,반찬류,50,29,보통,79,59,59,59
7051,시리얼요거트,후식류,15,0,높음,72,73,73,73
7052,흑미밥,밥류,101,0,높음,92,81,81,81
7053,근대된장국,국/찌개류,40,10,높음,48,52,52,52
7054,돼지고기김치찜,반찬류,59,30,보통,55,59,59,59
7055,츄러스 떡말이 구이,반찬류,50,36,보통,79,59,59,59
7056,김구이,반찬류,4,0,높음,95,59,59,59
7057,시리얼요거트,후식류,3,0,높음,72,73,73,73
7058,흑미밥,밥류,94,0,높음,92,81,81,81
7059,근대된장국,국/찌개류,30,20,보통,48,52,52,52
7060,맛살콩나물냉채,반찬류,8,0,높음,46,59,59,59
7061,돼지고기김치찜,반찬류,71,42,보통,55,59,59,59
7062,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7063,김구이,반찬류,4,0,높음,95,59,59,59
7064,시리얼요거트,후식류,38,0,높음,72,73,73,73
7065,흑미밥,밥류,87,0,높음,92,81,81,81
7066,근대된장국,국/찌개류,40,15,보통,48,52,52,52
7067,맛살콩나물냉채,반찬류,8,0,높음,46,59,59,59
7068,돼지고기김치찜,반찬류,41,0,높음,55,59,59,59
7069,츄러스 떡말이 구이,반찬류,35,0,높음,79,59,59,59
7070,김구이,반찬류,4,0,높음,95,59,59,59
7071,시리얼요거트,후식류,23,0,높음,72,73,73,73
7072,흑미밥,밥류,109,0,높음,92,81,81,81
7073,근대된장국,국/찌개류,30,3,높음,48,52,52,52
7074,맛살콩나물냉채,반찬류,4,0,높음,46,59,59,59
7075,돼지고기김치찜,반찬류,17,12,보통,55,59,59,59
7076,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7077,김구이,반찬류,4,0,높음,95,59,59,59
7078,시리얼요거트,후식류,23,0,높음,72,73,73,73
7079,흑미밥,밥류,116,0,높음,92,81,81,81
7080,근대된장국,국/찌개류,40,4,높음,48,52,52,52
7081,맛살콩나물냉채,반찬류,6,0,높음,46,59,59,59
7082,돼지고기김치찜,반찬류,47,24,보통,55,59,59,59
7083,츄러스 떡말이 구이,반찬류,50,36,보통,79,59,59,59
7084,김구이,반찬류,4,4,낮음,95,59,59,59
7085,시리얼요거트,후식류,27,27,낮음,72,73,73,73
7086,흑미밥,밥류,72,22,보통,92,81,81,81
7087,근대된장국,국/찌개류,37,15,보통,48,52,52,52
7088,맛살콩나물냉채,반찬류,13,9,보통,46,59,59,59
7089,돼지고기김치찜,반찬류,65,42,보통,55,59,59,59
7090,츄러스 떡말이 구이,반찬류,50,22,보통,79,59,59,59
7091,시리얼요거트,후식류,19,0,높음,72,73,73,73
7092,흑미밥,밥류,14,0,높음,92,81,81,81
7093,근대된장국,국/찌개류,20,10,보통,48,52,52,52
7094,맛살콩나물냉채,반찬류,17,13,낮음,46,59,59,59
7095,돼지고기김치찜,반찬류,53,48,낮음,55,59,59,59
7096,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
7097,김구이,반찬류,4,0,높음,95,59,59,59
7098,시리얼요거트,후식류,34,34,낮음,72,73,73,73
7099,흑미밥,밥류,87,0,높음,92,81,81,81
7100,근대된장국,국/찌개류,32,17,보통,48,52,52,52
7101,맛살콩나물냉채,반찬류,11,5,보통,46,59,59,59
7102,돼지고기김치찜,반찬류,35,35,낮음,55,59,59,59
7103,츄러스 떡말이 구이,반찬류,50,25,보통,79,59,59,59
7104,김구이,반찬류,4,0,높음,95,59,59,59
7105,시리얼요거트,후식류,46,0,높음,72,73,73,73
7106,흑미밥,밥류,65,0,높음,92,81,81,81
7107,근대된장국,국/찌개류,20,20,낮음,48,52,52,52
7108,맛살콩나물냉채,반찬류,13,2,높음,46,59,59,59
7109,돼지고기김치찜,반찬류,23,12,보통,55,59,59,59
7110,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7111,김구이,반찬류,4,0,높음,95,59,59,59
7112,시리얼요거트,후식류,38,0,높음,72,73,73,73
7113,흑미밥,밥류,76,0,높음,92,81,81,81
7114,근대된장국,국/찌개류,40,20,보통,48,52,52,52
7115,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
7116,돼지고기김치찜,반찬류,35,30,낮음,55,59,59,59
7117,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7118,김구이,반찬류,4,0,높음,95,59,59,59
7119,시리얼요거트,후식류,19,0,높음,72,73,73,73
7120,흑미밥,밥류,98,0,높음,92,81,81,81
7121,근대된장국,국/찌개류,50,23,보통,48,52,52,52
7122,돼지고기김치찜,반찬류,5,5,낮음,55,59,59,59
7123,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7124,김구이,반찬류,4,0,높음,95,59,59,59
7125,시리얼요거트,후식류,23,0,높음,72,73,73,73
7126,흑미밥,밥류,112,7,높음,92,81,81,81
7127,근대된장국,국/찌개류,30,13,보통,48,52,52,52
7128,맛살콩나물냉채,반찬류,8,6,보통,46,59,59,59
7129,돼지고기김치찜,반찬류,17,6,보통,55,59,59,59
7130,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
7131,시리얼요거트,후식류,23,16,보통,72,73,73,73
7132,흑미밥,밥류,90,0,높음,92,81,81,81
7133,근대된장국,국/찌개류,35,15,보통,48,52,52,52
7134,맛살콩나물냉채,반찬류,6,6,낮음,46,59,59,59
7135,돼지고기김치찜,반찬류,11,6,보통,55,59,59,59
7136,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7137,시리얼요거트,후식류,38,0,높음,72,73,73,73
7138,흑미밥,밥류,98,0,높음,92,81,81,81
7139,근대된장국,국/찌개류,27,20,보통,48,52,52,52
7140,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
7141,돼지고기김치찜,반찬류,41,6,높음,55,59,59,59
7142,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
7143,김구이,반찬류,4,0,높음,95,59,59,59
7144,시리얼요거트,후식류,15,15,낮음,72,73,73,73
7145,흑미밥,밥류,109,0,높음,92,81,81,81
7146,근대된장국,국/찌개류,35,18,보통,48,52,52,52
7147,맛살콩나물냉채,반찬류,8,4,보통,46,59,59,59
7148,돼지고기김치찜,반찬류,35,6,높음,55,59,59,59
7149,츄러스 떡말이 구이,반찬류,50,29,보통,79,59,59,59
7150,시리얼요거트,후식류,31,0,높음,72,73,73,73
7151,흑미밥,밥류,87,0,높음,92,81,81,81
7152,근대된장국,국/찌개류,30,15,보통,48,52,52,52
7153,맛살콩나물냉채,반찬류,8,4,보통,46,59,59,59
7154,돼지고기김치찜,반찬류,23,6,보통,55,59,59,59
7155,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7156,김구이,반찬류,4,0,높음,95,59,59,59
7157,시리얼요거트,후식류,19,0,높음,72,73,73,73
7158,흑미밥,밥류,123,0,높음,92,81,81,81
7159,근대된장국,국/찌개류,40,8,높음,48,52,52,52
7160,맛살콩나물냉채,반찬류,8,8,낮음,46,59,59,59
7161,돼지고기김치찜,반찬류,59,6,높음,55,59,59,59
7162,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7163,김구이,반찬류,4,0,높음,95,59,59,59
7164,시리얼요거트,후식류,46,0,높음,72,73,73,73
7165,흑미밥,밥류,80,8,높음,92,81,81,81
7166,근대된장국,국/찌개류,25,10,보통,48,52,52,52
7167,맛살콩나물냉채,반찬류,6,4,보통,46,59,59,59
7168,돼지고기김치찜,반찬류,23,18,낮음,55,59,59,59
7169,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7170,김구이,반찬류,4,0,높음,95,59,59,59
7171,시리얼요거트,후식류,15,0,높음,72,73,73,73
7172,흑미밥,밥류,120,44,보통,92,81,81,81
7173,근대된장국,국/찌개류,20,10,보통,48,52,52,52
7174,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
7175,돼지고기김치찜,반찬류,41,18,보통,55,59,59,59
7176,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7177,김구이,반찬류,4,0,높음,95,59,59,59
7178,시리얼요거트,후식류,38,35,낮음,72,73,73,73
7179,흑미밥,밥류,98,0,높음,92,81,81,81
7180,근대된장국,국/찌개류,20,20,낮음,48,52,52,52
7181,맛살콩나물냉채,반찬류,13,2,높음,46,59,59,59
7182,돼지고기김치찜,반찬류,41,12,보통,55,59,59,59
7183,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
7184,시리얼요거트,후식류,38,0,높음,72,73,73,73
7185,흑미밥,밥류,58,0,높음,92,81,81,81
7186,근대된장국,국/찌개류,45,15,보통,48,52,52,52
7187,맛살콩나물냉채,반찬류,6,6,낮음,46,59,59,59
7188,돼지고기김치찜,반찬류,35,6,높음,55,59,59,59
7189,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7190,김구이,반찬류,4,0,높음,95,59,59,59
7191,시리얼요거트,후식류,19,0,높음,72,73,73,73
7192,흑미밥,밥류,58,0,높음,92,81,81,81
7193,근대된장국,국/찌개류,30,28,낮음,48,52,52,52
7194,맛살콩나물냉채,반찬류,8,8,낮음,46,59,59,59
7195,돼지고기김치찜,반찬류,77,30,보통,55,59,59,59
7196,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7197,김구이,반찬류,4,0,높음,95,59,59,59
7198,시리얼요거트,후식류,15,15,낮음,72,73,73,73
7199,흑미밥,밥류,58,0,높음,92,81,81,81
7200,근대된장국,국/찌개류,20,5,높음,48,52,52,52
7201,맛살콩나물냉채,반찬류,13,0,높음,46,59,59,59
7202,돼지고기김치찜,반찬류,29,0,높음,55,59,59,59
7203,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7204,김구이,반찬류,4,0,높음,95,59,59,59
7205,시리얼요거트,후식류,23,0,높음,72,73,73,73
7206,흑미밥,밥류,90,0,높음,92,81,81,81
7207,근대된장국,국/찌개류,20,15,보통,48,52,52,52
7208,맛살콩나물냉채,반찬류,13,7,보통,46,59,59,59
7209,돼지고기김치찜,반찬류,23,0,높음,55,59,59,59
7210,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7211,김구이,반찬류,4,0,높음,95,59,59,59
7212,시리얼요거트,후식류,15,0,높음,72,73,73,73
7213,흑미밥,밥류,94,0,높음,92,81,81,81
7214,근대된장국,국/찌개류,25,20,낮음,48,52,52,52
7215,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
7216,돼지고기김치찜,반찬류,35,24,보통,55,59,59,59
7217,츄러스 떡말이 구이,반찬류,50,36,보통,79,59,59,59
7218,시리얼요거트,후식류,23,0,높음,72,73,73,73
7219,흑미밥,밥류,72,0,높음,92,81,81,81
7220,근대된장국,국/찌개류,35,8,높음,48,52,52,52
7221,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
7222,돼지고기김치찜,반찬류,59,12,높음,55,59,59,59
7223,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7224,김구이,반찬류,4,0,높음,95,59,59,59
7225,시리얼요거트,후식류,46,15,보통,72,73,73,73
7226,흑미밥,밥류,98,0,높음,92,81,81,81
7227,근대된장국,국/찌개류,40,10,높음,48,52,52,52
7228,맛살콩나물냉채,반찬류,4,2,보통,46,59,59,59
7229,돼지고기김치찜,반찬류,83,12,높음,55,59,59,59
7230,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7231,시리얼요거트,후식류,3,0,높음,72,73,73,73
7232,흑미밥,밥류,105,15,높음,92,81,81,81
7233,근대된장국,국/찌개류,25,13,보통,48,52,52,52
7234,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
7235,돼지고기김치찜,반찬류,71,60,낮음,55,59,59,59
7236,츄러스 떡말이 구이,반찬류,50,50,낮음,79,59,59,59
7237,김구이,반찬류,4,0,높음,95,59,59,59
7238,시리얼요거트,후식류,23,23,낮음,72,73,73,73
7239,흑미밥,밥류,87,4,높음,92,81,81,81
7240,근대된장국,국/찌개류,27,15,보통,48,52,52,52
7241,맛살콩나물냉채,반찬류,4,4,낮음,46,59,59,59
7242,돼지고기김치찜,반찬류,59,18,보통,55,59,59,59
7243,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7244,김구이,반찬류,4,0,높음,95,59,59,59
7245,시리얼요거트,후식류,15,0,높음,72,73,73,73
7246,흑미밥,밥류,72,3,높음,92,81,81,81
7247,근대된장국,국/찌개류,20,15,보통,48,52,52,52
7248,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
7249,돼지고기김치찜,반찬류,23,0,높음,55,59,59,59
7250,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7251,김구이,반찬류,4,0,높음,95,59,59,59
7252,시리얼요거트,후식류,23,4,높음,72,73,73,73
7253,흑미밥,밥류,65,0,높음,92,81,81,81
7254,근대된장국,국/찌개류,20,10,보통,48,52,52,52
7255,맛살콩나물냉채,반찬류,6,4,보통,46,59,59,59
7256,돼지고기김치찜,반찬류,35,12,보통,55,59,59,59
7257,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7258,김구이,반찬류,4,0,높음,95,59,59,59
7259,시리얼요거트,후식류,27,0,높음,72,73,73,73
7260,흑미밥,밥류,87,0,높음,92,81,81,81
7261,근대된장국,국/찌개류,35,25,보통,48,52,52,52
7262,맛살콩나물냉채,반찬류,8,8,낮음,46,59,59,59
7263,돼지고기김치찜,반찬류,71,36,보통,55,59,59,59
7264,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7265,김구이,반찬류,4,0,높음,95,59,59,59
7266,시리얼요거트,후식류,31,20,보통,72,73,73,73
7267,흑미밥,밥류,98,0,높음,92,81,81,81
7268,근대된장국,국/찌개류,20,15,보통,48,52,52,52
7269,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
7270,돼지고기김치찜,반찬류,35,35,낮음,55,59,59,59
7271,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7272,김구이,반찬류,4,0,높음,95,59,59,59
7273,시리얼요거트,후식류,3,0,높음,72,73,73,73
7274,흑미밥,밥류,109,102,낮음,92,81,81,81
7275,근대된장국,국/찌개류,30,30,낮음,48,52,52,52
7276,맛살콩나물냉채,반찬류,2,2,낮음,46,59,59,59
7277,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7278,시리얼요거트,후식류,46,0,높음,72,73,73,73
7279,흑미밥,밥류,65,4,높음,92,81,81,81
7280,근대된장국,국/찌개류,50,13,보통,48,52,52,52
7281,맛살콩나물냉채,반찬류,17,4,높음,46,59,59,59
7282,돼지고기김치찜,반찬류,5,0,높음,55,59,59,59
7283,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7284,김구이,반찬류,4,0,높음,95,59,59,59
7285,시리얼요거트,후식류,15,0,높음,72,73,73,73
7286,흑미밥,밥류,116,0,높음,92,81,81,81
7287,근대된장국,국/찌개류,30,18,보통,48,52,52,52
7288,맛살콩나물냉채,반찬류,17,13,낮음,46,59,59,59
7289,돼지고기김치찜,반찬류,59,30,보통,55,59,59,59
7290,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7291,시리얼요거트,후식류,34,0,높음,72,73,73,73
7292,흑미밥,밥류,105,0,높음,92,81,81,81
7293,근대된장국,국/찌개류,25,10,보통,48,52,52,52
7294,맛살콩나물냉채,반찬류,13,0,높음,46,59,59,59
7295,돼지고기김치찜,반찬류,59,0,높음,55,59,59,59
7296,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7297,김구이,반찬류,4,0,높음,95,59,59,59
7298,시리얼요거트,후식류,15,0,높음,72,73,73,73
7299,흑미밥,밥류,87,0,높음,92,81,81,81
7300,근대된장국,국/찌개류,35,20,보통,48,52,52,52
7301,맛살콩나물냉채,반찬류,6,6,낮음,46,59,59,59
7302,돼지고기김치찜,반찬류,59,36,보통,55,59,59,59
7303,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7304,김구이,반찬류,4,0,높음,95,59,59,59
7305,시리얼요거트,후식류,19,4,높음,72,73,73,73
7306,흑미밥,밥류,105,25,높음,92,81,81,81
7307,근대된장국,국/찌개류,30,20,보통,48,52,52,52
7308,맛살콩나물냉채,반찬류,13,9,보통,46,59,59,59
7309,돼지고기김치찜,반찬류,59,12,높음,55,59,59,59
7310,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7311,김구이,반찬류,4,0,높음,95,59,59,59
7312,시리얼요거트,후식류,34,31,낮음,72,73,73,73
7313,흑미밥,밥류,116,0,높음,92,81,81,81
7314,근대된장국,국/찌개류,40,3,높음,48,52,52,52
7315,맛살콩나물냉채,반찬류,6,2,보통,46,59,59,59
7316,돼지고기김치찜,반찬류,71,18,높음,55,59,59,59
7317,츄러스 떡말이 구이,반찬류,50,0,높음,79,59,59,59
7318,김구이,반찬류,4,0,높음,95,59,59,59
